jurisdiction,vertical,regulator,statute_citation,admin_code_citation,admin_code_title,admin_code_url,verification_status,retrieval_date,source_urls,notes
Montana,DFS / fantasy sports,Montana Gambling Control Division,Mont. Code Ann. § 23-5-801 et seq.,"ARM Title 23, Chapter 23.16 (Subchapter 23.16.32)","Administrative Rules of Montana, Department 23, Chapter 23.16 - Gambling Control Division (Subchapter 32 - Fantasy Sports Leagues)",https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/243b5334-0f6f-4a5b-92d5-816b74910949,verified,2026-05-23,https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/243b5334-0f6f-4a5b-92d5-816b74910949;https://dojmt.gov/gaming/,"DFS/fantasy sports leagues are regulated by the MT Gambling Control Division (DOJ) under MCA 23-5-801; rules are ARM 23.16 Subchapter 23.16.32 - Fantasy Sports Leagues. Official MT DOJ Gambling Control page cites ARM 23.16. (A separate older parimutuel-on-fantasy regime sits under Board of Horse Racing rules, but the assigned regulator/statute map to GCD's 23.16.32.)"
Nebraska,Lottery,Nebraska Lottery (Dept. of Revenue),Neb. Rev. Stat. § 9-801 et seq.,Title 370 NAC,"Nebraska Administrative Code, Title 370 - Nebraska Lottery Regulations (Department of Revenue, Charitable Gaming/Lottery Division)",https://revenue.nebraska.gov/sites/default/files/doc/legal/regs/gaming/Title-370.pdf,verified,2026-05-23,https://revenue.nebraska.gov/sites/default/files/doc/legal/regs/gaming/Title-370.pdf,"Nebraska Lottery rules are NAC Title 370 (Nebraska Lottery Regulations), administered by the Dept of Revenue under the State Lottery Act. Official revenue.nebraska.gov PDF downloads as real 662KB regulation PDF."
Nebraska,Commercial casino,Nebraska Racing and Gaming Commission,Neb. Rev. Stat. § 9-1101 et seq.,Title 296 NAC,"Nebraska Administrative Code, Title 296 - Rules for Nebraska Racetrack Gaming Act",https://nrgc.nebraska.gov/sites/default/files/2024-10/NRGC_Title_296_Version_2-1-2023.pdf,verified,2026-05-23,https://nrgc.nebraska.gov/sites/default/files/2024-10/NRGC_Title_296_Version_2-1-2023.pdf,"Nebraska Racing and Gaming Commission casino rules are NAC Title 296 (Rules for Nebraska Racetrack Gaming Act), 14 chapters incl. gaming devices, responsible gaming, sports wagering. Official current PDF on nrgc.nebraska.gov downloads as real PDF. (Old racingcommission.nebraska.gov links now 404 after migration to nrgc.nebraska.gov.)"
Nebraska,Horse/parimutuel racing,Nebraska Racing and Gaming Commission,Neb. Rev. Stat. § 2-1201 et seq.,Title 294 NAC,"Nebraska Administrative Code, Title 294 - Rules and Regulations Governing Horse Racing",https://nrgc.nebraska.gov/sites/default/files/Racing/Racing_Rules_-_Title_294.pdf,verified,2026-05-23,https://nrgc.nebraska.gov/sites/default/files/Racing/Racing_Rules_-_Title_294.pdf,"Nebraska horse racing/parimutuel rules are NAC Title 294 (Rules and Regulations Governing Horse Racing), 25 chapters, administered by the Racing and Gaming Commission. Official nrgc.nebraska.gov PDF downloads as real 201-page PDF."
Nebraska,Charitable gaming,Nebraska Department of Revenue - Charitable Gaming Division,Neb. Rev. Stat. § 9-201 et seq. (bingo); § 9-401 et seq. (lottery/raffle for nonprofit); § 9-501 et seq. (pickle cards),"Title 316 NAC, Chapter 35","Nebraska Administrative Code, Title 316 (Department of Revenue), Chapter 35 - Charitable Gaming Regulations (Bingo, Pickle Card, Lottery/Raffle, County/City Lottery)",https://revenue.nebraska.gov/about/chapter-35-charitable-gaming-regulations-bingo,verified,2026-05-23,https://revenue.nebraska.gov/about/chapter-35-charitable-gaming-regulations-bingo,"Nebraska Charitable Gaming Division rules are NAC Title 316 (Dept of Revenue) Chapter 35 - Charitable Gaming (REG-35-200 through 35-223), covering Bingo, Lottery by Pickle Card, Lotteries & Raffles, and County/City Lottery (Keno). Official Dept of Revenue page verified with real regulation content."
New Hampshire,Lottery,New Hampshire Lottery Commission,N.H. Rev. Stat. Ann. § 284:21-a et seq.; ch. 287-A,"NH Code Admin. R. Lot (Chapters Lot 1000, 1100, 2000, 6000)","New Hampshire Code of Administrative Rules, Lottery Commission - Lot 1000 (Instant Lottery Games), Lot 1100 (Keno), Lot 2000 (Multi-State Lottery Association Games), Lot 6000 (Second Chance Drawings)",https://gc.nh.gov/rules/state_agencies/lot.html,verified,2026-05-23,https://gc.nh.gov/rules/state_agencies/lot.html,"NH Lottery Commission lottery-game rules are in the ""Lot"" chapter series of the NH Code of Administrative Rules: Lot 1000 Instant Lottery Games, Lot 1100 Keno, Lot 2000 Multi-State Lottery Association Games, Lot 6000 Second Chance Drawings. Official NH General Court rules site (gc.nh.gov, formerly gencourt.state.nh.us); agency index and individual Lot chapters verified with real content."
New Hampshire,Horse/parimutuel racing,New Hampshire Lottery Commission - Racing and Charitable Gaming Division,N.H. Rev. Stat. Ann. ch. 284,"NH Code Admin. R. Lot 8000 (and Lot 8100, Lot 8200)","New Hampshire Code of Administrative Rules, Chapter Lot 8000 - Live and Simulcast Racing (also Lot 8100 Advance Deposit Wagering; Lot 8200 Historic Horse Racing)",https://gc.nh.gov/rules/state_agencies/lot8000.html,verified,2026-05-23,https://gc.nh.gov/rules/state_agencies/lot8000.html,NH parimutuel/horse racing rules are Chapter Lot 8000 - Live and Simulcast Racing (plus Lot 8100 Advance Deposit Wagering and Lot 8200 Historic Horse Racing). Authority transferred from the former Racing and Charitable Gaming Commission to the Lottery Commission in 2015 (now administered via Lottery Commission's Racing & Charitable Gaming Division). Lot 8000 page verified with real content (cites RSA 284).
New Hampshire,Sports betting,New Hampshire Lottery Commission,N.H. Rev. Stat. Ann. ch. 287-I,NH Code Admin. R. Lot 3000,"New Hampshire Code of Administrative Rules, Chapter Lot 3000 - Rules for Sports Wagering",https://gc.nh.gov/rules/state_agencies/lot3000.html,verified,2026-05-23,https://gc.nh.gov/rules/state_agencies/lot3000.html,"NH sports wagering rules are Chapter Lot 3000 - Rules for Sports Wagering (RSA 287-I), administered by the NH Lottery Commission. Official gc.nh.gov page verified with real regulation content (chapter heading ""CHAPTER Lot 3000 - RULES FOR SPORTS WAGERING"")."
New Hampshire,Charitable gaming,New Hampshire Lottery Commission - Racing and Charitable Gaming Division,N.H. Rev. Stat. Ann. ch. 287-A (bingo); ch. 287-D (lucky 7); ch. 287-E (game of chance),"NH Code Admin. R. Lot 7000, Lot 7100, Lot 7200","New Hampshire Code of Administrative Rules, Lot 7000 (Bingo Games), Lot 7100 (Lucky 7), Lot 7200 (Games of Chance)",https://gc.nh.gov/rules/state_agencies/lot7000.html,verified,2026-05-23,https://gc.nh.gov/rules/state_agencies/lot7000.html,"NH charitable gaming rules are Lot 7000 Bingo Games, Lot 7100 Lucky 7, and Lot 7200 Games of Chance, administered by the Lottery Commission's Racing & Charitable Gaming Division. Lot 7000 page verified with real content (cites RSA 287-E; readopted via Doc #14138 eff. 11-27-24)."
New Hampshire,DFS / fantasy sports,New Hampshire Lottery Commission,N.H. Rev. Stat. Ann. ch. 287-H,NH Code Admin. R. Lot 4000,"New Hampshire Code of Administrative Rules, Chapter Lot 4000 - Fantasy Sports Contests",https://gc.nh.gov/rules/state_agencies/lot4000.html,verified,2026-05-23,https://gc.nh.gov/rules/state_agencies/lot4000.html,"NH DFS/fantasy sports rules are Chapter Lot 4000 - Fantasy Sports Contests (RSA 287-H), administered by the NH Lottery Commission. Official gc.nh.gov page verified with real content (chapter heading ""CHAPTER Lot 4000 - FANTASY SPORTS CONTESTS"")."
New Mexico,Lottery,New Mexico Lottery Authority,N.M. Stat. Ann. § 6-24-1 et seq.,"New Mexico Lottery Authority Rules, Policies and Procedures",,https://www.nmlottery.com/lottery-info/rules-policies-and-procedures/,verified,2026-05-23,https://www.nmlottery.com/lottery-info/rules-policies-and-procedures/,"The NM Lottery Authority adopts its own ""Rules, Policies and Procedures"" by board action under NMSA 6-24-8; these are published on the official nmlottery.com site and are NOT codified in the New Mexico Administrative Code (NMAC Title 15 has no lottery chapter - only Gaming Control, Horse Racing, Bingo/Raffles, Boxing, Tobacco, Alcohol). Official rules page verified with real content (game rules, Lottery Act, policies)."
New Mexico,Commercial casino,New Mexico Gaming Control Board,N.M. Stat. Ann. § 60-2E-1 et seq.,15.1 NMAC,"New Mexico Administrative Code, Title 15 (Gambling and Liquor Control), Chapter 1 - Games and Gaming General Provisions",https://www.srca.nm.gov/parts/title15/15.001.0005.html,verified,2026-05-23,https://www.srca.nm.gov/nmac-home/nmac-titles/title-15-gambling-and-liquor-control/;https://www.srca.nm.gov/parts/title15/15.001.0005.html,"NM Gaming Control Board casino/gaming rules are NMAC Title 15 Chapter 1 (15.1 - Games and Gaming General Provisions), implementing the Gaming Control Act. Official NM State Records Center & Archives (srca.nm.gov) page verified with real content; issuing agency stated as ""New Mexico Gaming Control Board."""
New Mexico,Horse/parimutuel racing,New Mexico Racing Commission,N.M. Stat. Ann. § 60-1A-1 et seq.,15.2 NMAC,"New Mexico Administrative Code, Title 15 (Gambling and Liquor Control), Chapter 2 - Horse Racing",https://www.srca.nm.gov/parts/title15/15.002.0001.html,verified,2026-05-23,https://www.srca.nm.gov/nmac-home/nmac-titles/title-15-gambling-and-liquor-control/;https://www.srca.nm.gov/parts/title15/15.002.0001.html,"NM Racing Commission rules are NMAC Title 15 Chapter 2 (15.2 - Horse Racing), implementing the Horse Racing Act. Official srca.nm.gov page verified with real content; issuing agency stated as ""New Mexico Racing Commission"" (latest amendment 4/8/2025)."
New Mexico,Charitable gaming,New Mexico Gaming Control Board,N.M. Stat. Ann. § 60-2F-1 et seq.,15.4 NMAC,"New Mexico Administrative Code, Title 15 (Gambling and Liquor Control), Chapter 4 - Bingo and Raffles",https://www.srca.nm.gov/parts/title15/15.004.0001.html,verified,2026-05-23,https://www.srca.nm.gov/nmac-home/nmac-titles/title-15-gambling-and-liquor-control/;https://www.srca.nm.gov/parts/title15/15.004.0001.html,"NM charitable gaming rules are NMAC Title 15 Chapter 4 (15.4 - Bingo and Raffles), implementing the Bingo and Raffle Act (NMSA 60-2F). Official srca.nm.gov page verified with real content; issuing agency stated as ""New Mexico Gaming Control Board."""
New Mexico,Sports betting,N/A,NOT FOUND - needs human review,,,,N/A - not authorized,2026-05-23,,"Marked N/A - not authorized per assignment. New Mexico has no state-authorized commercial sports betting regulator/statute (tribal sports betting operates under IGRA compacts, outside state administrative code); no research performed."
New York,Lottery,New York State Gaming Commission - Division of the Lottery,N.Y. Tax Law art. 34 (§§ 1600-1620),"9 NYCRR Subtitle T, Chapter III","New York Codes, Rules and Regulations, Title 9 (Executive), Subtitle T - NYS Gaming Commission, Chapter III - Division of Lottery",https://gaming.ny.gov/rules,verified,2026-05-23,https://gaming.ny.gov/rules;https://govt.westlaw.com/nycrr,"NY Lottery rules are 9 NYCRR Subtitle T, Chapter III (Division of Lottery), under the NYS Gaming Commission. Official designated publisher is govt.westlaw.com/nycrr; official agency rules page gaming.ny.gov/rules verified with real content listing Chapter III Lottery. (NY DOS text on file is authoritative per the agency's notice.)"
New York,Commercial casino,New York State Gaming Commission,N.Y. Rac. Pari-Mut. Wag. & Breed. Law art. 13,"9 NYCRR Subtitle T, Chapter IV, Subchapter B","New York Codes, Rules and Regulations, Title 9, Subtitle T - NYS Gaming Commission, Chapter IV - Division of Gaming, Subchapter B - Casino Gaming",https://gaming.ny.gov/rules,verified,2026-05-23,https://gaming.ny.gov/rules;https://govt.westlaw.com/nycrr,"NY commercial casino rules are 9 NYCRR Subtitle T, Chapter IV (Division of Gaming), Subchapter B - Casino Gaming. Official agency rules page gaming.ny.gov/rules verified with real content; official designated publisher govt.westlaw.com/nycrr."
New York,Horse/parimutuel racing,New York State Gaming Commission - Division of Horse Racing and Pari-Mutuel Wagering,"N.Y. Rac. Pari-Mut. Wag. & Breed. Law arts. 2-4, 9","9 NYCRR Subtitle T, Chapter I","New York Codes, Rules and Regulations, Title 9, Subtitle T - NYS Gaming Commission, Chapter I - Division of Horse Racing and Pari-Mutuel Wagering",https://gaming.ny.gov/rules,verified,2026-05-23,https://gaming.ny.gov/rules;https://govt.westlaw.com/nycrr,"NY horse racing/parimutuel rules are 9 NYCRR Subtitle T, Chapter I (Division of Horse Racing and Pari-Mutuel Wagering) - Subchapter A Thoroughbred Racing, plus harness and quarter horse. Official agency rules page gaming.ny.gov/rules verified with real content; official publisher govt.westlaw.com/nycrr."
New York,Sports betting,New York State Gaming Commission,N.Y. Rac. Pari-Mut. Wag. & Breed. Law § 1367,"9 NYCRR Subtitle T, Chapter IV, Subchapter B, Part 5330","New York Codes, Rules and Regulations, Title 9, Subtitle T, Chapter IV, Subchapter B, Part 5330 - Mobile Sports Wagering",https://gaming.ny.gov/rules,verified,2026-05-23,https://gaming.ny.gov/rules;https://govt.westlaw.com/nycrr,"NY sports betting rules are 9 NYCRR Subtitle T, Chapter IV (Division of Gaming), Subchapter B (Casino Gaming), Part 5330 - Mobile Sports Wagering. Full citation path verified with real content via NYCRR (incl. Sec. 5330.6 Licensing of individuals); official agency rules page gaming.ny.gov/rules; official publisher govt.westlaw.com/nycrr."
New York,Charitable gaming,New York State Gaming Commission - Division of Charitable Gaming,N.Y. Gen. Mun. Law arts. 9-A (bingo); 14-H (raffles),"9 NYCRR Subtitle T, Chapter II","New York Codes, Rules and Regulations, Title 9, Subtitle T - NYS Gaming Commission, Chapter II - Division of Charitable Gaming",https://gaming.ny.gov/rules,verified,2026-05-23,https://gaming.ny.gov/rules;https://govt.westlaw.com/nycrr,"NY charitable gaming rules are 9 NYCRR Subtitle T, Chapter II (Division of Charitable Gaming) - games of chance, bingo, raffles, casino nights. Official agency rules page gaming.ny.gov/rules verified with real content; official 62-page charitable gaming Subchapter B PDF on gaming.ny.gov downloads as real content; official publisher govt.westlaw.com/nycrr."
New York,DFS / fantasy sports,New York State Gaming Commission,N.Y. Rac. Pari-Mut. Wag. & Breed. Law art. 14,"9 NYCRR Subtitle T, Chapter VI","New York Codes, Rules and Regulations, Title 9, Subtitle T - NYS Gaming Commission, Chapter VI - Interactive Fantasy Sports",https://gaming.ny.gov/rules,verified,2026-05-23,https://gaming.ny.gov/rules;https://govt.westlaw.com/nycrr,"NY DFS rules are 9 NYCRR Subtitle T, Chapter VI - Interactive Fantasy Sports, under the NYS Gaming Commission. Official agency rules page gaming.ny.gov/rules verified with real content listing Chapter VI Interactive Fantasy Sports; official publisher govt.westlaw.com/nycrr."
North Carolina,Lottery,North Carolina State Lottery Commission,N.C. Gen. Stat. § 18C-101 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://nclottery.com/rules;http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle+24+-+Independent+Agencies%5CChapter+06+-+Lottery+Commission,"The NC State Lottery Commission's only NCAC chapter (24 NCAC 06 - Lottery Commission) applies, by its own text (24 NCAC 06A .0101), only to activity authorized by Articles 9 & 10 of the Act (sports wagering and pari-mutuel) - NOT the state-operated lottery. The lottery games/retailer rules are the Commission's own published rules on the official nclottery.com (e.g. ""8.01 Retailer Rules and Regulations,"" individual game rules), which are not codified in NCAC. No NCAC administrative-rules citation exists for the state-operated lottery itself; flagged for human review (lottery is governed by statute Ch. 18C plus Commission-published game rules)."
North Carolina,Horse/parimutuel racing,North Carolina State Lottery Commission,N.C. Gen. Stat. § 18C-901 et seq.,"24 NCAC 06, Subchapter 06A","North Carolina Administrative Code, Title 24 (Independent Agencies), Chapter 06 - Lottery Commission, Subchapter 06A - General Wagering (Sports Wagering and Pari-Mutuel Wagering)",http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle+24+-+Independent+Agencies%5CChapter+06+-+Lottery+Commission,verified,2026-05-23,http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle+24+-+Independent+Agencies%5CChapter+06+-+Lottery+Commission,"NC pari-mutuel/horse racing is regulated by the NC State Lottery Commission under 24 NCAC 06 (Lottery Commission), Subchapter 06A - General Wagering, which by its text covers both Sports Wagering and Pari-Mutuel Wagering (definitions cite G.S. 18C-1001 Pari-Mutuel Wager). Official OAH rules: Chapter 06 full PDF (100 pages) and 06A PDF (80 pages) download as real content; OAH browse page resolves HTTP 200."
