jurisdiction,body_type,body_name,verticals_covered,address,phone,website,facebook,twitter_x,linkedin,youtube,other_social,leadership_title,leadership_name,leadership_email,general_email,source_urls,retrieval_date,notes
Tennessee,State Lottery,Tennessee Education Lottery Corporation,Lottery,,615-324-6500,https://www.naspl.org/naspl-lottery-members/tennessee-education-lottery-corporation,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,CEO,One Century Place,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/tennessee-education-lottery-corporation; https://www.naspl.org/naspl-lottery-members/tennessee-education-lottery-corporation; https://www.naspl.org/naspl-lottery-members/tennessee-education-lottery-corporation; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Tennessee,State Sports Wagering Council,Tennessee Sports Wagering Council,Mobile sports betting (TN is online-only — no retail sportsbooks or casinos),,,https://www.tn.gov/swc.html,,,,,,,,,,https://www.tn.gov/swc.html,2026-05-22,GAPFILL: Created 2021. Replaced TN Sports Wagering Advisory Council. Regulates licensed online sportsbooks only.
Texas,State Attorney General (enforcement),Texas Office of the Attorney General,Illegal gambling enforcement; consumer protection on gaming-related fraud,not publicly available,not publicly available,https://www.texasattorneygeneral.gov/,,,,,,,not publicly available,not publicly available,not publicly available,https://www.texasattorneygeneral.gov/,2026-05-22,Texas has no commercial casino industry and no state lottery commission gambling regulator beyond Lottery + Racing. AG handles illegal gambling enforcement. Added 2026-05-22.
Texas,State Lottery,Texas Lottery Commission,Lottery,,512-344-5131,https://www.naspl.org/naspl-lottery-members/texas-lottery-commission,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,Texas Department,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/texas-lottery-commission; https://www.naspl.org/naspl-lottery-members/texas-lottery-commission; https://www.naspl.org/naspl-lottery-members/texas-lottery-commission; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Texas,State Racing Commission,Texas Racing Commission (TXRC),Horse racing; greyhound racing; pari-mutuel wagering,"1801 Congress Ave., Suite 7.600, Austin, TX 78701",512-833-6699,https://www.txrc.texas.gov/,,,,,,,not publicly available,not publicly available,info@txrc.texas.gov,https://www.txrc.texas.gov/,2026-05-22,Enforces the Texas Racing Act. Per official site retrieved 2026-05-22. Added 2026-05-22.
Texas,Tribal Gaming Commission,Alabama-Coushatta Tribe of Texas — Tribal Gaming Commission,Tribal Class II,"571 State Park Road 56, Livingston TX 77351",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,cecilia.flores@actribe.org,cecilia.flores@actribe.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Texas,Tribal Gaming Commission,Kickapoo Traditional Tribe of Texas — Tribal Gaming Commission,Tribal Class II & III,"2212 Rosita Valley Road, Eagle Pass TX 78852",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,estavio.elizondo@ktttribe.org,estavio.elizondo@ktttribe.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Texas,Tribal Gaming Commission,"Ysleta del Sur Pueblo 119 S. Old Pueblo Road, El Paso TX 79907 — Tribal Gaming Commission",Tribal Class II,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,michael.silvas@ydsp-nsn.gov,michael.silvas@ydsp-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Utah,State Attorney General (enforcement),Utah Attorney General,Gambling enforcement (all forms of gambling illegal under UT Code §76-10-1101 et seq.),,(801) 366-0260,https://attorneygeneral.utah.gov/,https://www.facebook.com/UtahAttorneyGeneral,https://x.com/UtahAG,,https://www.youtube.com/user/UtahAGoffice,instagram: https://www.instagram.com/utahago/,,,,uag@agutah.gov,https://attorneygeneral.utah.gov/; https://attorneygeneral.utah.gov/; https://attorneygeneral.utah.gov/contact-us/,2026-05-22,GAPFILL: Utah is the other no-gambling state. Constitutional prohibition (UT Const. Art. VI §27). AG enforces criminal statutes.
Vermont,State Lottery,Vermont Lottery Commission,Lottery,,802-760-0227,https://www.naspl.org/naspl-lottery-members/vermont-lottery-commission,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,John Koenig Art Director,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/vermont-lottery-commission; https://www.naspl.org/naspl-lottery-members/vermont-lottery-commission; https://www.naspl.org/naspl-lottery-members/vermont-lottery-commission; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Vermont,State Racing Commission,Vermont Racing Commission,Statutorily dissolved 2019 — no active pari-mutuel racing in VT,not publicly available,not publicly available,https://governor.vermont.gov/boards_and_commissions/racing,,,,,,,not publicly available,not publicly available,not publicly available,https://governor.vermont.gov/boards_and_commissions/racing; https://law.justia.com/codes/vermont/2012/title31/chapter13/section615,2026-05-22,STATUS: Vermont Racing Commission was eliminated in 2019 by Vermont's Sunset Advisory Commission. VT state law expressly prohibits holding pari-mutuel horse races for public exhibition. The Governor's boards/commissions page is retained for historical/statutory reference. Verified 2026-05-22.
Vermont,State Sports Wagering Department,Vermont Department of Liquor and Lottery — Sports Wagering,Mobile sports betting (legal in VT since Jan 2024),,,https://www.dll.vermont.gov/,,,,,,,,,,https://www.dll.vermont.gov/,2026-05-22,GAPFILL: Houses both VT Lottery and the new Sports Wagering program.
Virgin Islands,State Lottery,Virgin Islands Lottery,Lottery,,340-774-2502,https://dpp.vi.gov/government-agencies/vi-lottery/,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,John Koenig Art Director,,info@nasplhq.org,https://dpp.vi.gov/government-agencies/vi-lottery/; https://www.naspl.org/naspl-lottery-members/virgin-islands-lottery; https://www.naspl.org/naspl-lottery-members/virgin-islands-lottery; https://www.naspl.org/naspl-lottery-members/virgin-islands-lottery; https://www.naspl.org/about-naspl,2026-05-22,"Upgraded NASPL placeholder URL to official VI Government portal listing for the VI Lottery. Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Virgin Islands,Territorial Casino Control Commission,U.S. Virgin Islands Casino Control Commission,Casino gaming (St. Croix only — currently no operating casinos),,,https://vicasinocontrolcommission.com/,,,,,,,,,,https://vicasinocontrolcommission.com/,2026-05-22,GAPFILL: Authorized under Virgin Islands Casino and Resort Control Act of 1995. Limited active operations.
Virginia,Charitable Gaming Regulator,Virginia Charitable Gaming Commission,"Charitable gaming (bingo, raffles, pull-tabs)",,804.371.0498,https://www.vdacs.virginia.gov/food-charitable-gaming.shtml,https://www.facebook.com/VaAgriculture,https://x.com/vaagriculture/?mx=2,https://www.linkedin.com/company/vdacs,,instagram: https://www.instagram.com/va_agriculture,,,,hr.vdacs@vdacs.virginia.gov,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.vdacs.virginia.gov/food-charitable-gaming.shtml; https://www.vdacs.virginia.gov/about-vdacs.shtml; https://www.vdacs.virginia.gov/food-charitable-gaming.shtml; https://www.vdacs.virginia.gov/about-vdacs.shtml; https://www.vdacs.virginia.gov/about-agency-directory.shtml,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Virginia,State Lottery,Virginia Lottery,Lottery,,804-692-7777,https://www.valottery.com/,https://www.facebook.com/valottery,https://twitter.com/VirginiaLottery,https://www.linkedin.com/company/virginia-lottery,http://www.youtube.com/user/VirginiaLottery,instagram: https://www.instagram.com/virginialottery/,,,,,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.valottery.com/; https://www.valottery.com/404error.aspx?item=%2fcontact&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fcontact-us&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fabout%2fcontact&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fcontact_us&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fabout%2fcontact-us&user=extranet%5cAnonymous&site=val; https://www.valottery.com/about-us/contact; https://www.valottery.com/404error.aspx?item=%2fabout&user=extranet%5cAnonymous&site=val; https://www.valottery.com/about-us; https://www.valottery.com/404error.aspx?item=%2fleadership&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fabout%2fleadership&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fstaff&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fabout%2fstaff&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fcommissioners&user=extranet%5cAnonymous&site=val; https://www.valottery.com/404error.aspx?item=%2fabout%2fcommissioners&user=extranet%5cAnonymous&site=val; https://www.valottery.com/; https://www.valottery.com/aboutus/casinosandsportsbetting; https://www.valottery.com/aboutus/faq,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Virginia,State Racing Commission,Virginia Racing Commission,Horse racing; pari-mutuel wagering; historical horse racing,"10700 Horsemens Road, New Kent, VA 23124",804-966-7400,https://vrc.virginia.gov/,,,,,,,not publicly available,not publicly available,not publicly available,https://vrc.virginia.gov/,2026-05-22,Per official site retrieved 2026-05-22. Added 2026-05-22.
Washington,State Gaming Commission,Washington State Gambling Commission (WSGC),Tribal gaming compacts; sports wagering (tribal); card rooms; charitable & non-profit gambling; pull-tabs; punch boards,not publicly available,not publicly available,https://wsgc.wa.gov/,,,,,,,not publicly available,not publicly available,not publicly available,https://wsgc.wa.gov/,2026-05-22,Primary state gambling regulator; oversees tribal-state compacts and non-tribal commercial gambling. Added 2026-05-22.
Washington,State Lottery,Washington State Lottery,Lottery,"6 Tri-Cities Regional Office 8551 W. Gage Blvd, Suite K Kennewick, WA 99336",(360) 810-2888,https://www.walottery.com/,https://www.facebook.com/walottery,,,https://www.youtube.com/user/washingtonslottery,instagram: https://instagram.com/walottery/,,,,director@walottery.com,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.walottery.com/; https://www.walottery.com/contact/; https://www.walottery.com/about/,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Washington,State Racing Commission,Washington Horse Racing Commission (WHRC),Horse racing; pari-mutuel wagering; advance deposit wagering,"6326 Martin Way, Suite 209, Olympia, WA 98516",360-459-6462,https://www.whrc.wa.gov/,,,,,,,not publicly available,not publicly available,not publicly available,https://www.whrc.wa.gov/,2026-05-22,Per official site retrieved 2026-05-22. Problem Gambling Helpline: 1-800-547-6133. Added 2026-05-22.
Washington,Tribal Gaming Commission,Confederated Tribes and Bands of the — Tribal Gaming Commission,Tribal Class II & III,"PO Box 151 401 Fort Rd, Toppenish WA 98948",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,DelanoSaluskin@Yakama.com,DelanoSaluskin@Yakama.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Washington,Tribal Gaming Commission,Confederated Tribes of the Chehalis — Tribal Gaming Commission,Tribal Class II & III,"PO Box 536 420 Howanut Road, Oakville WA 98568",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,chairman@chehalistribe.org,chairman@chehalistribe.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Washington,Tribal Gaming Commission,Confederated Tribes of the Colville — Tribal Gaming Commission,Tribal Class II & III,"PO Box 150 21 Colville Street, Nespelem WA 99155",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,Jarred.Erickson.cbc@colvilletribes.com,Jarred.Erickson.cbc@colvilletribes.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Washington,Tribal Gaming Commission,Cowlitz Tribe — Tribal Gaming Commission,Tribal gaming,"PO Box 2547 1055 9th Ave S, Suite B, Longview WA",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,dbarnett@cowlitz.org,dbarnett@cowlitz.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Washington,Tribal Gaming Commission,Jamestown S'Klallam Tribe — Tribal Gaming Commission,Tribal Class II & III,"1033 Old Blyn Highway, Sequim WA 98382",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,rallen@jamestowntribe.org,rallen@jamestowntribe.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Washington,Tribal Gaming Commission,Kalispel Indian Community of the Kalispel — Tribal Gaming Commission,Tribal Class II & III,"1981 LeClerc Rd North, Usk WA 99180",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,gnenema@kalispeltribe.com,gnenema@kalispeltribe.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
